,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Lot No.,Kilometers
1814,"Rs. 1,15,000",Used,20/8/2016,326,Kathmandu,Standard,2012,TVS,Apache RTR 180,180,50,24000
1815,Contact Seller,Used,17/8/2016,563,Biratnagar,Standard,2016,TVS,Apache RTR 180,180,24,4500
1816,"Rs. 90,000",Used,12/8/2016,151,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,37,2100
1817,"Rs. 1,55,000",Used,15/7/2016,448,Kathmandu,Standard,2014,TVS,Apache RTR 160,160,64,16500
1818,"Rs. 95,000",Used,25/10/2016,336,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,44,34000
1819,"Rs. 95,000",Used,9/7/2016,78,Kathmandu,Standard,2010,TVS,Apache RTR 180,180,41,
1820,"Rs. 1,10,000",Used,12/6/2016,225,Kathmandu,Standard,2009,TVS,Apache RTR 160,160,33,32000
1821,"Rs. 65,000",Used,11/6/2016,134,Pokhara,Standard,2006,TVS,Apache RTR 160,160,4,50000
1822,"Rs. 1,40,000",Used,30/5/2016,129,Kathmandu,Standard,2013,TVS,Apache RTR 160,160,61,1200
1823,"Rs. 65,000",Used,31/5/2016,389,Kathmandu,Standard,2008,TVS,Apache 150,150,23,37000
1824,Rs. 210.00,Used,22/3/2016,132,Lahan,Standard,2015,TVS,Apache RTR 180,180,6,6000
1825,"Rs. 1,50,000",Used,19/3/2016,1224,Damak,Standard,2013,TVS,Apache 150,180,2015,19000
1826,"Rs. 45,000",Used,10/3/2016,199,Kathmandu,Other,2010,TVS,Other,125,29,9800
1827,"Rs. 1,40,000",Used,28/1/2016,2056,Kathmandu,Standard,2012,TVS,Apache RTR 180,180,54,6000
1828,Rs. 215.00,Used,16/1/2016,308,Hetauda,Standard,2014,TVS,Apache RTR 180,180,35,2400
1829,"Rs. 1,85,000",Used,6/1/2016,442,Kathmandu,Standard,2014,TVS,Apache RTR 160,160,64,14600
1830,"Rs. 40,000",Used,19/10/2015,1027,Kathmandu,Other,2015,TVS,Other,110,17,45000
1831,"Rs. 1,40,000",Used,28/9/2015,288,Kathmandu,Standard,2013,TVS,Apache RTR 180,180,50,40000
1832,"Rs. 1,10,000",Used,10/9/2015,227,Madhyapur Thimi,Scooter,2013,TVS,Wego 110,110,59,7000
1833,"Rs. 1,51,900",New,6/9/2015,3920,Kathmandu,Standard,2015,TVS,Sport,100,,
1834,"Rs. 1,59,900",New,6/9/2015,3500,Kathmandu,Scooter,2015,TVS,Scooty Zest 110,110,,
1835,"Rs. 1,65,000",Used,1/3/2016,783,Biratnagar,Standard,2014,TVS,Apache RTR 180,180,59,11000
1836,"Rs. 1,64,995",Used,24/7/2015,580,Kathmandu,Standard,2014,TVS,Apache RTR 180,180,60,13000
1837,"Rs. 80,000",Used,7/7/2015,3002,Kathmandu,Standard,2009,TVS,Apache RTR 160,160,29,26500
1838,"Rs. 1,35,000",Used,5/7/2015,204,Kathmandu,Standard,2012,TVS,Apache RTR 160,160,51,14000
1839,"Rs. 60,000",Used,3/7/2015,1308,Kathmandu,Standard,2008,TVS,Apache 150,150,23,33000
1840,"Rs. 1,65,000",Used,30/6/2015,1344,Kathmandu,Standard,2014,TVS,Apache RTR 160,160,60,13000
1841,"Rs. 1,20,000",Used,29/6/2015,377,Kathmandu,Standard,2010,TVS,Apache RTR 180,180,42,25000
1842,"Rs. 55,500",Used,30/6/2015,408,Bhaktapur,Standard,2015,TVS,Apache RTR 160,160,27,
1843,"Rs. 55,000",Used,26/6/2015,160,Kathmandu,Standard,,TVS,Apache 150,150,22,50000
1844,"Rs. 1,25,000",Used,25/6/2015,83,Kathmandu,Standard,2011,TVS,Apache RTR 180,180,46,34000
1845,"Rs. 1,39,000",Used,23/6/2015,79,Kathmandu,Standard,,TVS,Apache RTR 180,180,47,20000
1846,"Rs. 1,10,000",Used,24/6/2015,908,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,42,30000
1847,"Rs. 1,45,000",Used,14/6/2015,47,Bhaktapur,Standard,2012,TVS,Apache RTR 180,180,50,30000
1848,"Rs. 1,85,000",Used,14/6/2015,209,Lalitpur,Standard,2014,TVS,Apache RTR 160,160,61,6147
1849,"Rs. 1,45,000",Used,7/6/2015,138,Kathmandu,Standard,2010,TVS,Apache RTR 180,180,40,20500
1850,"Rs. 1,35,000",Used,6/6/2015,350,Kathmandu,Standard,2011,TVS,Apache RTR 180,180,45,20000
1851,"Rs. 85,000",Used,5/6/2015,142,Kathmandu,Standard,2008,TVS,Apache RTR 160,160,28,
1852,"Rs. 1,10,000",Used,27/5/2015,155,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,42,
1853,"Rs. 1,45,000",Used,22/5/2015,1929,Kathmandu,Standard,2012,TVS,Apache RTR 180,180,48,27600
1854,"Rs. 1,45,000",Used,21/5/2015,176,Hile,Standard,2012,TVS,Apache RTR 180,180,13,23000
1855,"Rs. 1,50,000",Used,15/5/2015,57,Lalitpur,Standard,2011,TVS,Apache RTR 180,180,47,37000
1856,"Rs. 50,000",Used,15/5/2015,2063,Chitwan,Scooter,2015,TVS,Scooty Streak,88,9,2900
1857,"Rs. 60,000",Used,11/5/2015,158,Kathmandu,Scooter,2008,TVS,Scooty pep+,102,30,15000
1858,"Rs. 2,00,000",Used,7/5/2015,110,Kathmandu,Standard,2015,TVS,Apache RTR 160,160,68,1500
1859,"Rs. 64,999",Used,7/5/2015,152,Kathmandu,Standard,2007,TVS,Apache RTR 160,160,26,
1860,"Rs. 1,85,000",Used,6/5/2015,462,Kathmandu,Standard,2013,TVS,Apache RTR 180,180,59,17000
1861,"Rs. 1,05,000",Used,6/5/2015,668,Pokhara,Scooter,2012,TVS,Wego 110,110,7,
1862,"Rs. 20,000",Used,20/4/2015,1491,Kathmandu,Scooter,2008,TVS,Scooty pep+,108,30,
1863,"Rs. 1,00,000",Used,16/4/2015,472,Kathmandu,Scooter,2014,TVS,Wego 110,110,64,5000
1864,"Rs. 1,60,000",Used,3/4/2015,112,Kathmandu,Standard,2012,TVS,Apache RTR 180,180,49,12000
1865,"Rs. 1,82,000",Used,2/4/2015,96,Lalitpur,Standard,2014,TVS,Apache RTR 180,189,61,7200
1866,"Rs. 1,05,000",Used,29/3/2015,573,Kathmandu,Standard,2009,TVS,Apache RTR 180,180,38,26000
1867,"Rs. 85,000",Used,23/3/2015,99,Kathmandu,Standard,2009,TVS,Apache RTR 160,160,37,40000
1868,"Rs. 80,000",Used,20/3/2015,134,Kathmandu,Standard,2010,TVS,Apache 150,160,35,25000
1869,"Rs. 45,000",Used,19/3/2015,119,Kathmandu,Scooter,2009,TVS,Scooty pep+,97,34,15000
1870,"Rs. 1,20,000",Used,17/3/2015,485,Kathmandu,Standard,2010,TVS,Apache RTR 180,177,46,29406
1871,"Rs. 1,20,000",Used,16/3/2015,1176,Kathmandu,Standard,2011,TVS,Apache RTR 180,180,41,30000
1872,"Rs. 1,80,000",Used,14/3/2015,836,Birtamod,Standard,2013,TVS,Apache RTR 160,160,6,10000
1873,"Rs. 1,25,000",Used,3/5/2015,565,Bhairahawa,Standard,2010,TVS,Apache RTR 160,158,10,56000
1874,"Rs. 1,54,000",Used,11/3/2015,103,Kathmandu,Standard,2013,TVS,Apache RTR 160,160,54,17500
1875,"Rs. 1,13,000",Used,4/3/2015,66,Lalitpur,Standard,2010,TVS,Apache RTR 180,180,39,35000
1876,"Rs. 1,86,000",Used,26/2/2015,1134,Kathmandu,Standard,2013,TVS,Apache RTR 180,180,57,4530
1877,"Rs. 1,95,000",Used,25/2/2015,968,Kathmandu,Standard,2014,TVS,Apache RTR 180,180,63,2900
1878,"Rs. 6,500",Used,15/2/2015,304,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,34,3000
1879,"Rs. 1,75,000",Used,13/2/2015,1678,Kathmandu,Standard,2013,TVS,Apache RTR 180,180,58,9500
1880,"Rs. 1,45,000",Used,23/2/2015,110,Kathmandu,Standard,2011,TVS,Apache RTR 180,180,49,8500
1881,"Rs. 1,40,000",Used,10/2/2015,95,Kathmandu,Standard,2012,TVS,Apache RTR 180,180,51,25000
1882,"Rs. 1,67,900",Used,28/1/2015,823,Lalitpur,Scooter,2014,TVS,Wego 110,110,66,
1883,"Rs. 83,000",Used,28/1/2015,1222,Kathmandu,Standard,2010,TVS,Apache RTR 180,180,39,
1884,"Rs. 1,59,000",Used,26/1/2015,65,Biratnagar,Standard,2012,TVS,Apache RTR 180,177,14,23000
1885,"Rs. 1,39,999",Used,23/1/2015,633,Kathmandu,Standard,2012,TVS,Apache RTR 180,180,49,18500
1886,"Rs. 43,000",Used,19/1/2015,601,Lalitpur,Scooter,2006,TVS,Scooty pep+,100,22,35252
1887,"Rs. 1,34,999",Used,19/1/2015,554,Bhaktapur,Standard,2012,TVS,Apache RTR 180,180,49,19000
1888,"Rs. 80,000",Used,9/1/2015,962,Kathmandu,Standard,,TVS,Apache RTR 160,160,37,
1889,"Rs. 99,999",Used,4/1/2015,461,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,43,34000
1890,"Rs. 60,000",Used,31/12/2014,452,Kathmandu,Scooter,2009,TVS,Scooty Streak,95,37,29200
1891,"Rs. 1,00,000",Used,21/12/2014,121,Kathmandu,Standard,2009,TVS,Apache RTR 160,160,38,42000
1892,"Rs. 1,95,000",Used,25/12/2014,569,Bhaktapur,Standard,2010,TVS,Apache RTR 180,180,66,
1893,"Rs. 1,48,900",Used,21/12/2014,878,Kathmandu,Standard,2012,TVS,Apache RTR 160,160,52,29000
1894,"Rs. 85,000",Used,1/12/2014,373,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,39,25500
1895,"Rs. 1,30,000",Used,2/12/2014,851,Pokhara,Scooter,2014,TVS,Wego 110,110,9,2200
1896,"Rs. 1,05,000",Used,20/11/2014,268,Lalitpur,Standard,2011,TVS,Apache RTR 160,160,36,27000
1897,"Rs. 1,00,000",Used,18/11/2014,599,Kathmandu,Standard,2009,TVS,Apache RTR 160,160,38,37000
1898,"Rs. 65,000",Used,18/11/2014,1562,Kathmandu,Standard,2006,TVS,Apache 150,150,23,20000
1899,"Rs. 85,000",Used,12/11/2014,42,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,36,70000
1900,"Rs. 75,000",Used,10/11/2014,2700,Kathmandu,Other,2010,TVS,Other,150,24,30000
1901,"Rs. 1,15,000",Used,5/11/2014,119,Kathmandu,Standard,2010,TVS,Apache RTR 160,160,43,32000
1902,Contact Seller,Used,4/11/2014,438,Pokhara,Standard,2011,TVS,Apache RTR 180,180,40,13000
1903,"Rs. 50,000",Used,26/10/2014,277,Birat Chowk,Standard,2010,TVS,Apache RTR 160,150,3,30000
1904,"Rs. 2,00,000",Used,8/10/2014,145,Lahan,Standard,2013,TVS,Apache RTR 160,160,4,6000
1905,"Rs. 1,10,000",Used,5/10/2015,148,Lalitpur,Standard,2011,TVS,Apache RTR 180,180,47,30000
1906,"Rs. 90,000",Used,8/10/2014,80,,Standard,2009,TVS,Apache RTR 160,160,39,30000
1907,"Rs. 1,15,000",Used,23/9/2014,734,Narayanghat,Standard,2010,TVS,Apache RTR 180,180,17,40000
1908,"Rs. 1,20,000",Used,22/9/2014,88,Lalitpur,Standard,2010,TVS,Apache RTR 160,160,38,29000
1909,"Rs. 1,32,900",New,28/7/2015,5327,Kathmandu,Scooter,2014,TVS,Pep +,88,,
1910,"Rs. 1,90,000",Used,2/8/2014,69,,Standard,2014,TVS,Apache RTR 180,180,62,3500
1911,"Rs. 1,67,900",New,6/9/2015,6923,Kathmandu,Scooter,2014,TVS,Jupiter,110,,
1912,"Rs. 2,37,900",New,6/9/2015,21632,Kathmandu,Standard,2014,TVS,Apache RTR 180,177,,
1913,"Rs. 2,26,900",New,6/9/2015,23200,Kathmandu,Standard,2014,TVS,Apache RTR 160,160,,
1914,"Rs. 1,72,900",New,6/9/2015,3196,Kathmandu,Standard,2014,TVS,Phoenix 125,125,,
1915,"Rs. 1,68,900",New,6/9/2015,8617,Kathmandu,Scooter,2014,TVS,Wego 110,110,,
1916,"Rs. 1,56,900",New,6/9/2015,3452,Kathmandu,Standard,2014,TVS,Star City 110,110,,
1917,"Rs. 3,25,000",Used,4/10/2020,20,Banepa,Sportsbike,2018,Yamaha,R15,155,2,9000
1918,"Rs. 75,000",Used,3/10/2020,4,Pokhara,Sportsbike,2012,Yamaha,FZ-S,158,7,65000
1919,"Rs. 75,000",Used,3/10/2020,0,Pokhara,Sportsbike,2012,Yamaha,FZ-S,158,7,65000
1920,"Rs. 2,60,000",Used,25/9/2020,59,Hetauda,Sportsbike,2018,Yamaha,FZ,250,95,27000
1921,"Rs. 3,05,000",Used,21/8/2020,93,Lalitpur,Sportsbike,2019,Yamaha,FZ-S,149,9,3000
1922,"Rs. 2,10,000",Used,11/8/2020,125,Kathmandu,Sportsbike,2020,Yamaha,FZ-S,150,15,20000
1923,"Rs. 2,25,000",Used,8/8/2020,63,Lekhnath,Standard,2020,Yamaha,SZ-RR,149,18,3000
1924,"Rs. 1,30,000",Used,9/8/2020,110,Kathmandu,Sportsbike,2007,Yamaha,R15,150,44,29000
1925,"Rs. 2,55,000",Used,18/7/2020,96,,Sportsbike,2019,Yamaha,FZ-S,150,112,5000
1926,"Rs. 2,50,000",Used,18/7/2020,87,Kathmandu,Sportsbike,2019,Yamaha,FZ-S,150,5,11000
1927,"Rs. 2,40,000",Used,14/6/2020,111,Ratnanagar,Sportsbike,2018,Yamaha,FZ,250,63,20500
1928,"Rs. 8,40,000",Used,26/4/2020,617,Kathmandu,Sportsbike,2018,Yamaha,R3,320,98,10000
1929,"Rs. 1,49,000",Used,6/4/2017,528,Lalitpur,Sportsbike,2011,Yamaha,R15,150,46,20000
1930,"Rs. 2,15,000",Used,29/3/2017,570,Kathmandu,Sportsbike,2014,Yamaha,R15,150,59,22560
1931,"Rs. 2,09,000",Used,25/3/2017,579,Kathmandu,Other,2016,Yamaha,Other,150,80,4000
1932,"Rs. 1,50,000",Used,19/3/2017,163,Bhairahawa,Sportsbike,2013,Yamaha,FZ-16,150,15,28000
1933,"Rs. 1,60,000",Used,13/3/2017,1138,Pokhara,Sportsbike,2013,Yamaha,R15,150,8,30000
1934,Rs. 155.00,Used,10/3/2017,393,Pokhara,Other,2016,Yamaha,Other,113,12,5000
1935,"Rs. 8,20,000",Used,3/3/2017,1873,Kathmandu,Sportsbike,2016,Yamaha,R3,321,78,2400
1936,"Rs. 2,00,000",Used,2/3/2017,538,,Sportsbike,2015,Yamaha,R15,150,34,45000
1937,"Rs. 1,85,000",Used,1/3/2017,597,Kathmandu,Sportsbike,2012,Yamaha,R15,150,50,24000
1938,"Rs. 1,40,000",Used,22/2/2017,371,Biratnagar,Sportsbike,2010,Yamaha,R15,150,15,45000
1939,"Rs. 1,05,000",Used,21/2/2017,1108,Kathmandu,Sportsbike,2009,Yamaha,R15,150,35,
1940,"Rs. 1,40,000",Used,2/3/2017,600,Kathmandu,Standard,2015,Yamaha,SS 125,125,63,13000
1941,"Rs. 1,45,000",Used,19/2/2017,250,Birgunj,Scooter,2016,Yamaha,Fascino,112,37,12000
1942,"Rs. 1,60,000",Used,10/2/2017,355,Kathmandu,Sportsbike,2014,Yamaha,R15,14,40,55000
1943,"Rs. 1,60,000",Used,10/2/2017,198,Kathmandu,Sportsbike,2014,Yamaha,R15,14,40,55000
1944,"Rs. 1,50,000",Used,10/2/2017,2605,Pokhara,Other,2016,Yamaha,Other,113,12,5000
1945,"Rs. 2,90,000",Used,9/2/2017,344,Kathmandu,Sportsbike,2015,Yamaha,R15S,150,72,7000
1946,"Rs. 3,00,000",Used,24/1/2017,324,Butwal,Sportsbike,2016,Yamaha,R15S,150,4,6830
