Make,Model,Engine size (cc),Motorbike Type ,Make Year,datetime,Condition ,City,Lot No.,Kilometers,views (int),price(float)
Bajaj,Avenger,220.0,Cruiser,2010.0,2015-02-13,Used,Kathmandu,44.0,23000.0,371,155000.0
Bajaj,Pulsar 220F,220.0,Standard,2010.0,2015-02-13,Used,Pokhara,2011.0,50000.0,645,15000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2012.0,2015-02-13,Used,Kathmandu,52.0,19000.0,503,200000.0
Bajaj,Pulsar 150,150.0,Standard,2010.0,2015-02-13,Used,Banepa,42.0,15000.0,1059,120000.0
Bajaj,Pulsar 220F,220.0,Standard,2014.0,2015-11-02,Used,Kathmandu,9.0,10000.0,1048,220000.0
Bajaj,Pulsar 150,150.0,Standard,2007.0,2015-11-02,Used,Kathmandu,25.0,,2653,75000.0
Bajaj,Pulsar 150,150.0,Standard,2014.0,2015-11-02,Used,Kathmandu,65.0,1500.0,662,210000.0
Bajaj,Pulsar 220F,220.0,Standard,2010.0,2015-11-02,Used,Kathmandu,56.0,7500.0,77,200000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2012.0,2015-10-02,Used,Kathmandu,55.0,,146,177000.0
Bajaj,Pulsar 220,220.0,Standard,2008.0,2015-02-16,Used,Kathmandu,27.0,39000.0,1224,110000.0
Bajaj,Pulsar 150,150.0,Standard,2011.0,2015-09-02,Used,Kathmandu,48.0,23000.0,782,149000.0
Bajaj,Pulsar 135,135.0,Standard,2009.0,2015-08-02,Used,Kathmandu,39.0,42353.0,755,84000.0
Bajaj,Avenger,220.0,Cruiser,2012.0,2015-06-02,Used,Kathmandu,52.0,14000.0,111,175000.0
Bajaj,Discover 135,135.0,Standard,2009.0,2015-05-02,Used,Kathmandu,29.0,40000.0,121,73000.0
Bajaj,Pulsar 150,150.0,Standard,2014.0,2015-09-02,Used,Kathmandu,65.0,1550.0,267,210000.0
Bajaj,Discover 125,125.0,Standard,2012.0,2015-04-02,Used,Bhaktapur,55.0,19000.0,633,125000.0
Bajaj,Pulsar 220F,220.0,Standard,2013.0,2015-02-02,Used,Kathmandu,59.0,7552.0,100,212000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2013.0,2015-02-02,Used,Kathmandu,55.0,17000.0,166,175000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2014.0,2015-01-02,Used,Kathmandu,62.0,8000.0,109,235000.0
Bajaj,Pulsar 150,150.0,Standard,2014.0,2015-01-02,Used,Kathmandu,62.0,6000.0,134,190000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2012.0,2015-01-02,Used,Kathmandu,53.0,12000.0,1608,205000.0
Bajaj,Discover 125,125.0,Standard,2012.0,2015-01-30,Used,Kathmandu,53.0,15000.0,836,125000.0
Bajaj,Pulsar 220F,220.0,Standard,2013.0,2015-01-28,Used,Kathmandu,59.0,17000.0,945,205000.0
Bajaj,Pulsar 180,180.0,Standard,2006.0,2015-01-28,Used,Kathmandu,24.0,46000.0,559,75000.0
Bajaj,Pulsar 150,150.0,Standard,2012.0,2015-01-27,Used,Kathmandu,51.0,,1014,155000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2014.0,2015-01-26,Used,Kathmandu,65.0,2500.0,92,255000.0
Bajaj,Avenger,220.0,Cruiser,2014.0,2015-01-26,Used,Kathmandu,65.0,3500.0,656,235000.0
Bajaj,Pulsar 220F,220.0,Standard,2009.0,2015-01-26,Used,Kathmandu,42.0,26500.0,124,130000.0
Bajaj,Pulsar 180,180.0,Standard,2012.0,2015-01-22,Used,Kathmandu,2012.0,25000.0,68,150000.0
Bajaj,Pulsar 220F,220.0,Standard,2012.0,2015-01-21,Used,Bhaktapur,50.0,26600.0,1163,170000.0
Bajaj,Pulsar 150,150.0,Standard,2011.0,2015-01-19,Used,Lekhnath,2011.0,60000.0,117,110000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2012.0,2015-01-19,Used,Kathmandu,52.0,20000.0,3121,172000.0
Bajaj,Other,150.0,Standard,1991.0,2015-01-19,Used,Kathmandu,3.0,,6622,100000.0
Bajaj,Pulsar 220,220.0,Standard,2013.0,2015-01-19,Used,Kathmandu,63.0,,685,240000.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2015-01-18,Used,Kathmandu,38.0,22000.0,67,120000.0
Bajaj,Avenger,220.0,Cruiser,2010.0,2015-01-20,Used,Lahan,20.0,18000.0,611,165000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2013.0,2015-01-18,Used,Kathmandu,8.0,13000.0,80,220000.0
Bajaj,Pulsar 200,200.0,Standard,2007.0,2015-01-16,Used,Dharan,15.0,50000.0,1909,90000.0
Bajaj,Pulsar 200,200.0,Standard,2010.0,2015-01-16,Used,Kathmandu,31.0,48000.0,1207,105000.0
Bajaj,Pulsar 220F,220.0,Standard,2014.0,2015-01-16,Used,Kathmandu,60.0,6300.0,2566,220000.0
Bajaj,Pulsar 200,200.0,Standard,2008.0,2015-01-15,Used,Kathmandu,28.0,45000.0,654,83000.0
Bajaj,Pulsar 200,200.0,Standard,2009.0,2016-07-13,Used,Kathmandu,26.0,37000.0,1151,85000.0
Bajaj,Pulsar 200,200.0,Standard,2009.0,2015-01-14,Used,Kathmandu,31.0,40000.0,1149,100000.0
Bajaj,Pulsar 200,200.0,Standard,2008.0,2015-01-14,Used,Kathmandu,28.0,45000.0,50,110000.0
Bajaj,Discover 125 ST,125.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,14496,185900.0
Bajaj,Pulsar 150,150.0,Standard,2008.0,2015-12-01,Used,Kathmandu,29.0,41000.0,600,75000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2013.0,2015-12-01,Used,Kathmandu,59.0,9600.0,461,199999.0
Bajaj,Pulsar 200,200.0,Standard,2009.0,2015-11-01,Used,Kathmandu,32.0,,77,95000.0
Bajaj,Pulsar 200,223.0,Standard,2008.0,2015-10-01,Used,,32.0,47000.0,151,110000.0
Bajaj,Pulsar 220F,220.0,Standard,2013.0,2015-07-01,Used,Kathmandu,59.0,3500.0,681,230000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2012.0,2015-05-01,Used,Kathmandu,59.0,9500.0,203,200000.0
Bajaj,Pulsar 150,150.0,Standard,2010.0,2015-05-01,Used,Kathmandu,40.0,40000.0,412,110000.0
Bajaj,Pulsar 150,150.0,Standard,2005.0,2015-02-01,Used,Lalitpur,19.0,20000.0,144,60000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2014.0,2015-02-01,Used,Kathmandu,65.0,1000.0,1756,260000.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2014-12-31,Used,Kathmandu,37.0,47000.0,346,100000.0
Bajaj,Pulsar 180,180.0,Standard,2011.0,2014-12-30,Used,Ghaighat,3.0,43000.0,86,120000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2014.0,2014-12-27,Used,Kathmandu,63.0,1900.0,1456,240000.0
Bajaj,Avenger,220.0,Cruiser,2010.0,2014-12-29,Used,Kathmandu,42.0,21000.0,658,150000.0
Bajaj,Pulsar 180,180.0,Standard,2014.0,2014-12-28,Used,Lalitpur,62.0,4890.0,829,196000.0
Bajaj,Pulsar 200NS,2013.0,Sportsbike,2013.0,2014-12-24,Used,Dharan,18.0,2500.0,782,245000.0
Bajaj,Pulsar 220F,220.0,Standard,2010.0,2014-12-21,Used,Kathmandu,39.0,21000.0,518,175000.0
Bajaj,Pulsar 200,200.0,Standard,2009.0,2015-10-04,Used,Kathmandu,34.0,48000.0,631,100000.0
Bajaj,Pulsar 135,135.0,Standard,2010.0,2014-12-16,Used,Kathmandu,39.0,24000.0,5613,68500.0
Bajaj,Pulsar 150,150.0,Standard,2011.0,2014-12-12,Used,Chanauli,14.0,45000.0,985,105000.0
Bajaj,Pulsar 220,220.0,Standard,2011.0,2015-06-21,Used,Kathmandu,48.0,25000.0,1608,170000.0
Bajaj,Pulsar 220,220.0,Standard,2009.0,2014-09-12,Used,Kathmandu,36.0,40000.0,423,122000.0
Bajaj,Pulsar 150,150.0,Standard,2014.0,2014-08-12,Used,Kathmandu,60.0,11000.0,220,165000.0
Bajaj,Pulsar 180,180.0,Standard,2012.0,2014-11-12,Used,Kathmandu,48.0,38000.0,607,140000.0
Bajaj,Avenger,220.0,Cruiser,2013.0,2014-03-12,Used,Kathmandu,60.0,5800.0,970,215000.0
Bajaj,Pulsar 180,180.0,Standard,2012.0,2014-11-30,Used,,45.0,40000.0,208,120000.0
Bajaj,Pulsar 180,180.0,Standard,2011.0,2014-11-21,Used,Kathmandu,51.0,32000.0,154,145000.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2014-11-16,Used,Kathmandu,37.0,45000.0,120,115000.0
Bajaj,Pulsar 180,180.0,Standard,2011.0,2014-11-16,Used,Bharatpur,18.0,35000.0,282,115000.0
Bajaj,Discover 125,125.0,Standard,2013.0,2014-11-14,Used,Kathmandu,59.0,12000.0,707,140000.0
Bajaj,Pulsar 180,180.0,Standard,2010.0,2014-11-14,Used,Kathmandu,36.0,29460.0,388,140000.0
Bajaj,Pulsar 180,180.0,Standard,2007.0,2014-11-11,Used,Kathmandu,22.0,22000.0,704,50000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2012.0,2014-11-16,Used,Lalitpur,53.0,20000.0,2916,175000.0
Bajaj,Avenger,220.0,Cruiser,2013.0,2014-03-11,Used,Narayanghat,26.0,9500.0,289,200000.0
Bajaj,Pulsar 200,200.0,Standard,2014.0,2014-03-11,Used,Kathmandu,29.0,48000.0,70,100000.0
Bajaj,Pulsar 150,150.0,Standard,2014.0,2014-02-11,Used,Kathmandu,64.0,1400.0,6732,195000.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2014-10-29,Used,Butwal,35.0,59100.0,3184,95000.0
Bajaj,Pulsar 220,220.0,Standard,2011.0,2014-10-28,Used,Pokhara,40.0,17000.0,1605,155000.0
Bajaj,Pulsar 220S,220.0,Standard,2013.0,2014-10-22,Used,Hetauda,13.0,9856.0,629,200000.0
Bajaj,Pulsar 150,150.0,Standard,2012.0,2014-10-10,Used,Lekhnath,7.0,14000.0,117,150000.0
Bajaj,Discover 125,125.0,Standard,2008.0,2014-05-10,Used,Kathmandu,30.0,60000.0,692,50000.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2014-01-10,Used,Kathmandu,38.0,24600.0,1273,121500.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2014-09-29,Used,Kathmandu,38.0,31000.0,59,140000.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2013.0,2014-09-25,Used,Kathmandu,61.0,6500.0,144,210000.0
Bajaj,Pulsar 200,200.0,Standard,2007.0,2014-10-21,Used,Kathmandu,34.0,18160.0,226,120000.0
Bajaj,Avenger,220.0,Cruiser,2011.0,2014-09-24,Used,Kathmandu,48.0,13000.0,104,150000.0
Bajaj,Pulsar 200,200.0,Standard,2010.0,2014-09-24,Used,Kathmandu,29.0,48000.0,391,120000.0
Bajaj,Pulsar 180,180.0,Standard,2010.0,2014-09-23,Used,Narayanghat,15.0,40000.0,364,105000.0
Bajaj,Pulsar 180,180.0,Standard,2009.0,2014-09-23,Used,Kathmandu,38.0,28000.0,33,110000.0
Bajaj,Discover 100,100.0,Standard,2010.0,2014-09-22,Used,Kathmandu,40.0,36000.0,117,80000.0
Bajaj,Platina 125,125.0,Standard,2010.0,2014-10-09,Used,Kathmandu,42.0,20500.0,1615,100000.0
Bajaj,Pulsar 220,220.0,Standard,1999.0,2014-03-09,Used,Kathmandu,36.0,18000.0,200,NaN
Bajaj,Avenger,220.0,Cruiser,2011.0,2014-08-13,Used,Kirtipur,44.0,19500.0,106,165000.0
Bajaj,Discover 125,125.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,2612,168900.0
Bajaj,Discover 125,125.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,11676,173900.0
Bajaj,Discover 100M,102.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,4622,155900.0
Bajaj,Pulsar 200,200.0,Standard,2008.0,2014-06-14,Used,Kathmandu,31.0,35621.0,141,95000.0
Bajaj,Discover 100,100.0,Standard,2009.0,2014-06-14,Used,Kathmandu,36.0,55155.0,174,80000.0
Bajaj,Discover 135,135.0,Standard,2008.0,2014-06-14,Used,Kathmandu,29.0,48500.0,5239,95000.0
Bajaj,Pulsar 150,150.0,Standard,2011.0,2014-06-14,Used,Kathmandu,46.0,37795.0,400,135000.0
Bajaj,Pulsar 220F,220.0,Standard,2012.0,2014-06-14,Used,Kathmandu,51.0,31568.0,1705,175000.0
Bajaj,Pulsar 150,150.0,Standard,2011.0,2014-06-13,Used,Kathmandu,49.0,25000.0,74,150000.0
Bajaj,Pulsar 150,150.0,Standard,2010.0,2014-06-13,Used,Kathmandu,41.0,30000.0,2189,130000.0
Bajaj,Pulsar 150,150.0,Standard,2009.0,2014-06-13,Used,Kathmandu,35.0,30000.0,163,110000.0
Bajaj,Pulsar 200,200.0,Standard,2009.0,2014-06-13,Used,Kathmandu,32.0,30000.0,197,110000.0
Bajaj,Pulsar 150,150.0,Standard,2008.0,2014-12-06,Used,Kathmandu,30.0,30000.0,256,80000.0
Bajaj,Pulsar 150,150.0,Standard,2011.0,2014-12-06,Used,Kathmandu,46.0,30000.0,203,140000.0
Bajaj,Pulsar 220F,220.0,Standard,2011.0,2014-12-06,Used,Kathmandu,44.0,50000.0,5640,155000.0
Bajaj,Discover 125,125.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,933,170900.0
Bajaj,Discover 125,125.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,1077,165900.0
Bajaj,Discover 125,125.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,3884,174900.0
Bajaj,Pulsar 135,135.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,17203,179900.0
Bajaj,Pulsar 200NS,200.0,Sportsbike,2014.0,2015-03-09,New,Kathmandu,,,76690,279900.0
Bajaj,Pulsar 220F,220.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,142619,271900.0
Bajaj,Pulsar 180,179.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,29615,238900.0
Bajaj,Pulsar 150,150.0,Standard,2014.0,2015-03-09,New,Kathmandu,,,131246,226900.0
Bajaj,Platina 125,125.0,Standard,2014.0,2015-01-14,New,Kathmandu,,,10649,138900.0
Bajaj,Platina 100,99.0,Standard,2014.0,2014-10-20,New,Kathmandu,,,3114,133900.0
Bajaj,Discover 100,102.0,Standard,2014.0,2014-07-29,New,Kathmandu,,,8522,155900.0
Bajaj,Avenger,220.0,Cruiser,2014.0,2015-03-09,New,Kathmandu,,,27367,266900.0
Hero,Pleasure,102.0,Scooter,2009.0,2020-07-14,Used,Kathmandu,38.0,32000.0,178,40000.0
Hero,CBZ Xtreme,149.0,Standard,2012.0,2017-03-19,Used,,4.0,60000.0,98,100000.0
Hero,Passion Pro,100.0,Standard,2003.0,2017-04-08,Used,Pokhara,2.0,75000.0,544,40000.0
Hero,CBZ Xtreme,150.0,Standard,2016.0,2017-02-17,Used,Damauli,10.0,13000.0,126,170.0
Hero,Xtreme,150.0,Standard,2016.0,2017-02-14,Used,Damauli,10.0,13000.0,112,170000.0
Hero,Glamour,125.0,Standard,2015.0,2017-01-21,Used,Kathmandu,69.0,9000.0,97,150000.0
Hero,Achiver DSS,150.0,Standard,2013.0,2017-01-18,Used,Kathmandu,58.0,12500.0,321,130000.0
Hero,Achiver DSS,110.0,Standard,2014.0,2017-04-01,Used,Kathmandu,63.0,13000.0,126,130000.0
Hero,CBZ Xtreme,150.0,Standard,2012.0,2017-04-01,Used,Lekhnath,12.0,50200.0,2289,65000.0
Hero,Karizma R,223.0,Standard,2010.0,2016-12-28,Used,Kathmandu,39.0,22800.0,898,80000.0
Hero,CBZ Xtreme,150.0,Standard,2010.0,2016-12-23,Used,Kathmandu,38.0,47000.0,1740,77000.0
Hero,Achiver DSS,110.0,Standard,2014.0,2016-12-17,Used,Kathmandu,56.0,12000.0,138,100000.0
Hero,Glamour,125.0,Standard,2015.0,2016-12-13,Used,Kathmandu,63.0,13500.0,787,135000.0
Hero,Achiver DSS,102.0,Standard,2015.0,2016-12-12,Used,Narayanghat,37.0,3000.0,307,125000.0
Hero,Glamour,125.0,Standard,2012.0,2016-05-12,Used,Rajbiraj,2.0,23500.0,338,105000.0
Hero,Xtreme,150.0,Standard,2012.0,2016-11-24,Used,Damak,4.0,30000.0,64,115000.0
Hero,Pleasure,105.0,Scooter,2010.0,2016-11-20,Used,Kathmandu,39.0,200000.0,642,100000.0
Hero,Karizma,225.0,Standard,2010.0,2016-06-10,Used,Kathmandu,45.0,32000.0,339,125000.0
Hero,Splendor,97.0,Standard,2010.0,2016-04-10,Used,Lalitpur,39.0,32044.0,433,87000.0
Hero,Achiver DSS,100.0,Standard,2014.0,2016-02-10,Used,Bhairahawa,28.0,705.0,79,150000.0
Hero,Karizma R,223.0,Standard,2011.0,2016-09-27,Used,Kathmandu,55.0,16000.0,231,190000.0
Hero,Pleasure,102.0,Scooter,2011.0,2016-09-22,Used,Kathmandu,36.0,24000.0,415,65000.0
Hero,Xtreme Sports,150.0,Standard,2015.0,2016-09-09,Used,Damauli,10.0,16500.0,328,165000.0
Hero,Hunk,150.0,Standard,2012.0,2016-08-31,Used,Kathmandu,17.0,40000.0,780,85000.0
Hero,Splendor Pro Classic,100.0,Cafe Racer,2014.0,2016-08-23,Used,,28.0,240.0,494,140000.0
Hero,Splendor Pro Classic,100.0,Cafe Racer,2014.0,2016-08-23,Used,Kathmandu,28.0,240.0,1190,140000.0
Hero,CBZ Xtreme,150.0,Standard,2009.0,2016-12-08,Used,Lalitpur,37.0,44000.0,95,75.0
Hero,Other,97.0,Other,2002.0,2016-11-08,Used,Kathmandu,13.0,34000.0,279,30000.0
Hero,Pleasure,100.0,Scooter,2013.0,2016-10-08,Used,Lalitpur,46.0,19250.0,140,75000.0
Hero,Glamour,125.0,Standard,2012.0,2016-07-08,Used,Kathmandu,2.0,24.0,210,118000.0
Hero,Pleasure,100.0,Scooter,2012.0,2016-07-26,Used,Lalitpur,46.0,19230.0,452,75000.0
Hero,CBZ Xtreme,150.0,Standard,2012.0,2016-07-20,Used,Kathmandu,35.0,35020.0,210,90000.0
Hero,Pleasure,102.0,Scooter,2011.0,2016-07-19,Used,Gatthaghar,48.0,17600.0,162,70000.0
Hero,Karizma R,225.0,Standard,2010.0,2016-11-07,Used,Kathmandu,39.0,22000.0,113,75000.0
Hero,Splendor,100.0,Standard,2015.0,2016-10-07,Used,Kathmandu,70.0,4500.0,332,130000.0
Hero,Splendor,125.0,Standard,2014.0,2016-06-28,Used,Kathmandu,59.0,12300.0,111,115000.0
Hero,Pleasure,110.0,Scooter,2008.0,2016-06-24,Used,Kathmandu,28.0,25000.0,82,NaN
Hero,Karizma,223.0,Standard,2010.0,2016-06-18,Used,,4.0,30000.0,490,100000.0
Hero,Glamour,125.0,Standard,2010.0,2016-06-13,Used,Janakpur,3.0,35000.0,222,70000.0
Hero,Pleasure,102.0,Scooter,2014.0,2016-10-06,Used,Pokhara,8.0,3000.0,290,90000.0
Hero,Pleasure,102.0,Scooter,2012.0,2016-08-06,Used,Kathmandu,46.0,15000.0,800,70000.0
Hero,CBZ,150.0,Standard,2010.0,2016-04-22,Used,Bharatpur,15.0,42000.0,168,50000.0
Hero,Ambition,135.0,Standard,2006.0,2016-05-04,Used,Kathmandu,18.0,18000.0,2302,50000.0
Hero,Splendor,125.0,Standard,2009.0,2016-03-31,Used,Kathmandu,20.0,31000.0,237,62000.0
Hero,Xtreme,150.0,Standard,2014.0,2016-06-04,Used,Kathmandu,59.0,7300.0,232,165000.0
Hero,Splendor,100.0,Standard,2009.0,2016-06-03,Used,Kathmandu,31.0,11111.0,1252,70000.0
Hero,CBZ Xtreme,150.0,Standard,2011.0,2016-02-24,Used,Dharan,9.0,40000.0,78,105000.0
Hero,Splendor,100.0,Standard,2011.0,2016-02-21,Used,Bhaktapur,43.0,34000.0,1266,70000.0
Hero,CBZ Xtreme,150.0,Standard,2013.0,2016-02-21,Used,Kathmandu,54.0,21000.0,292,145000.0
Hero,Karizma,223.0,Standard,2011.0,2016-02-13,Used,Kathmandu,45.0,19000.0,2185,150000.0
Hero,Karizma R,225.0,Standard,2010.0,2016-10-02,Used,Kathmandu,40.0,29000.0,389,95000.0
Hero,Karizma R,225.0,Standard,2010.0,2016-10-02,Used,Kathmandu,40.0,29000.0,93,95000.0
Hero,Pleasure,102.0,Scooter,2008.0,2016-10-02,Used,Kathmandu,30.0,47471.0,357,60000.0
Hero,Xtreme Sports,150.0,Standard,2015.0,2016-07-02,Used,Kathmandu,68.0,6000.0,1492,200000.0
Hero,Dash,110.0,Scooter,2015.0,2016-12-01,New,Kathmandu,,,7194,171500.0
Hero,Dash,110.0,Scooter,2015.0,2016-12-01,New,Kathmandu,,,11517,167500.0
Hero,Karizma,223.0,Standard,2013.0,2016-11-01,Used,Kathmandu,55.0,17000.0,247,190000.0
Hero,Glamour,125.0,Standard,2012.0,2015-12-20,Used,Kathmandu,43.0,32000.0,71,100000.0
Hero,CBZ Xtreme,149.0,Standard,2012.0,2015-12-17,Used,Kathmandu,54.0,13600.0,230,150000.0
Hero,Xtreme,150.0,Standard,2013.0,2015-11-12,Used,Kawasoti,28.0,19500.0,201,140000.0
Hero,CBZ Xtreme,149.0,Standard,2013.0,2015-11-12,Used,Kathmandu,56.0,17000.0,243,150000.0
Hero,Hunk,150.0,Standard,2008.0,2015-10-31,Used,Kathmandu,28.0,40000.0,640,45000.0
Hero,CBZ,150.0,Standard,2010.0,2015-10-13,Used,Kathmandu,34.0,36000.0,87,77000.0
Hero,Splendor,125.0,Standard,2013.0,2015-03-10,Used,Lalitpur,54.0,15000.0,39,125000.0
Hero,Splendor Pro Classic,100.0,Cafe Racer,2014.0,2015-11-09,Used,Kathmandu,65.0,9000.0,587,125000.0
Hero,CBZ Xtreme,150.0,Standard,2011.0,2015-08-25,Used,Lalitpur,47.0,30000.0,104,125000.0
Hero,Splendor,100.0,Standard,1998.0,2015-08-13,Used,Kathmandu,5.0,50000.0,324,35000.0
Hero,Pleasure,100.0,Scooter,2011.0,2015-08-08,Used,Kathmandu,43.0,25000.0,118,80000.0
Hero,Splendor Pro Classic,96.0,Cafe Racer,2013.0,2015-04-08,Used,Janakpur,5.0,12000.0,152,120000.0
Hero,CBZ Xtreme,150.0,Standard,2010.0,2015-07-17,Used,Kathmandu,42.0,,379,125000.0
Hero,Karizma,125.0,Standard,2009.0,2015-07-13,Used,Kathmandu,38.0,30000.0,279,1015000.0
Hero,Splendor,100.0,Standard,2011.0,2015-12-07,Used,Lalitpur,42.0,36000.0,999,80000.0
Hero,Pleasure,102.0,Scooter,,2015-09-07,Used,Kathmandu,28.0,25000.0,125,75000.0
Hero,Other,100.0,Other,2009.0,2015-03-07,Used,Kathmandu,38.0,30000.0,89,75000.0
Hero,Splendor,102.0,Standard,2003.0,2015-02-07,Used,Kathmandu,16.0,85000.0,105,45000.0
Hero,Pleasure,102.0,Scooter,2010.0,2015-06-30,Used,Lalitpur,44.0,,137,70000.0
Hero,CBZ,150.0,Standard,2009.0,2015-06-30,Used,Kathmandu,35.0,18000.0,221,110000.0
Hero,Karizma,223.0,Standard,2012.0,2015-06-28,Used,Lalitpur,52.0,20000.0,83,150000.0
Hero,Karizma R,220.0,Standard,2009.0,2015-06-26,Used,Lalitpur,35.0,30000.0,663,80000.0
Hero,CBZ Xtreme,150.0,Standard,2009.0,2015-06-26,Used,Kathmandu,38.0,27000.0,424,100000.0
Hero,Karizma R,223.0,Standard,2011.0,2015-06-25,Used,Kathmandu,50.0,19000.0,48,189999.0
Hero,CBZ Xtreme,150.0,Standard,,2015-10-07,Used,Kathmandu,24.0,,214,62500.0
Hero,Pleasure,102.0,Scooter,2013.0,2015-06-30,Used,Kathmandu,56.0,,457,95000.0
Hero,Xtreme Sports,150.0,Standard,2014.0,2015-06-22,Used,Kathmandu,59.0,3500.0,375,180000.0
Hero,CBZ Xtreme,150.0,Standard,,2015-06-21,Used,Lalitpur,47.0,,146,145000.0
Hero,CBZ Xtreme,150.0,Standard,,2015-06-21,Used,Kathmandu,34.0,,56,110000.0
Hero,Hunk,150.0,Standard,2015.0,2015-06-19,Used,Pokhara,9.0,9000.0,487,165000.0
Hero,CBZ Xtreme,150.0,Standard,2012.0,2015-06-19,Used,Kathmandu,48.0,24000.0,68,130000.0
Hero,Xtreme,150.0,Standard,2014.0,2015-06-18,Used,Lalitpur,62.0,7000.0,106,165000.0
Hero,Other,223.0,Other,2010.0,2015-06-14,Used,Lalitpur,40.0,40000.0,37,175000.0
Hero,Pleasure,102.0,Scooter,2009.0,2015-06-16,Used,Kathmandu,38.0,17500.0,2950,60000.0
Hero,Pleasure,125.0,Scooter,2015.0,2015-07-06,Used,Kathmandu,43.0,115188.0,229,75000.0
Hero,Other,100.0,Other,2014.0,2015-04-06,Used,Kathmandu,62.0,4200.0,215,140000.0
Hero,Hunk,149.0,Standard,2014.0,2015-05-31,Used,Pokhara,9.0,6000.0,245,185000.0
Hero,Karizma R,225.0,Standard,2008.0,2015-05-26,Used,Kathmandu,29.0,40000.0,155,65000.0
Hero,Splendor,100.0,Standard,,2015-05-22,Used,Lalitpur,10.0,50000.0,179,40000.0
Hero,Karizma,225.0,Standard,2007.0,2015-05-20,Used,Lalitpur,21.0,19942.0,100,75000.0
Hero,CBZ Xtreme,150.0,Standard,2007.0,2015-05-19,Used,Kathmandu,27.0,36000.0,90,65000.0
Hero,Passion Pro,94.0,Standard,2004.0,2015-05-18,Used,Kirtipur,18.0,70000.0,215,40000.0
Hero,CBZ Xtreme,150.0,Standard,2011.0,2015-05-19,Used,Bhaktapur,48.0,17000.0,186,135000.0
Hero,Passion Pro,100.0,Standard,2001.0,2015-05-16,Used,Kathmandu,13.0,32000.0,263,40000.0
Hero,CBZ,156.0,Standard,2000.0,2015-05-14,Used,Kathmandu,13.0,59000.0,412,35000.0
Hero,Pleasure,102.0,Scooter,2013.0,2015-11-05,Used,Kathmandu,55.0,18000.0,216,85000.0
Hero,Achiver DSS,223.0,Standard,2010.0,2015-10-05,Used,Kathmandu,59.0,11000.0,137,200000.0
Hero,CBZ,153.0,Standard,2002.0,2015-10-05,Used,Kathmandu,20.0,60000.0,232,90000.0
Hero,CBZ Xtreme,150.0,Standard,2014.0,2015-07-05,Used,Lalitpur,62.0,1000.0,237,175000.0
Hero,Hunk,150.0,Standard,2009.0,2015-05-05,Used,Kathmandu,38.0,2900.0,129,120000.0
Hero,Passion Pro,100.0,Standard,2005.0,2015-04-23,Used,Kathmandu,17.0,,144,45000.0
Hero,Splendor,100.0,Standard,2009.0,2015-04-21,Used,Kathmandu,34.0,17500.0,169,72000.0
Hero,CBZ Xtreme,150.0,Standard,2012.0,2015-04-21,Used,Kathmandu,53.0,25000.0,32,172000.0
Hero,CBZ Xtreme,150.0,Standard,2011.0,2015-04-17,Used,Kathmandu,48.0,27000.0,54,125000.0
Hero,Ambition,133.0,Standard,2002.0,2015-04-16,Used,Kathmandu,19.0,,367,45000.0
Hero,CBZ Xtreme,150.0,Standard,2011.0,2015-08-04,Used,Kathmandu,48.0,,3779,135000.0
Hero,CBZ Xtreme,150.0,Standard,2012.0,2015-08-04,Used,Lalitpur,55.0,16000.0,113,160000.0
Hero,CBZ Xtreme,150.0,Standard,2011.0,2015-06-04,Used,Kathmandu,45.0,27000.0,176,122000.0
Hero,Splendor,100.0,Standard,2015.0,2015-03-04,Used,Lalitpur,62.0,10000.0,98,128000.0
Hero,Pleasure,102.0,Scooter,2011.0,2015-03-30,Used,Kathmandu,49.0,17000.0,430,70000.0
