Make,Model,Engine size (cc),Motorbike Type ,Make Year,datetime,Condition ,City,Lot No.,Kilometers,views (int),price(float)
Honda,Shadow,750.0,Cruiser,1996.0,2015-07-03,Used,Kathmandu,23.0,10400.0,3912,800000.0
Honda,CB Unicorn,150.0,Standard,2011.0,2015-06-03,Used,Kathmandu,45.0,25000.0,1703,130000.0
Honda,CB Trigger,150.0,Standard,2014.0,2015-06-03,Used,Kathmandu,62.0,9000.0,379,180000.0
Honda,XL185,185.0,Off Road,1982.0,2016-08-03,Used,Kathmandu,3.0,,4714,245000.0
Honda,XL185,185.0,Off Road,1982.0,2015-04-03,Used,Kathmandu,3.0,,139,245000.0
Honda,Shine,125.0,Standard,2009.0,2015-02-03,Used,Kathmandu,32.0,30000.0,56,115000.0
Honda,Unicorn,150.0,Standard,2014.0,2015-10-04,Used,Kathmandu,61.0,12000.0,389,175000.0
Honda,Shine,125.0,Standard,2008.0,2015-02-27,Used,Chanauli,11.0,60000.0,108,70000.0
Honda,Other,125.0,Other,1986.0,2015-02-27,Used,Kirtipur,5.0,,126,225000.0
Honda,XL185,185.0,Off Road,1999.0,2015-02-27,Used,Kathmandu,8.0,7000.0,2030,375000.0
Honda,CB Unicorn,150.0,Standard,2010.0,2015-02-26,Used,Kathmandu,43.0,19000.0,555,130000.0
Honda,CBR 250R,250.0,Sportsbike,2014.0,2015-03-26,Used,Kathmandu,61.0,11777.0,111,425000.0
Honda,CB Unicorn,150.0,Standard,2012.0,2015-02-21,Used,Kathmandu,50.0,25000.0,335,15000.0
Honda,Shine,125.0,Standard,2007.0,2015-02-20,Used,Kathmandu,27.0,19450.0,651,99999.0
Honda,CB Unicorn,149.0,Standard,2010.0,2015-02-19,Used,Kathmandu,42.0,20000.0,56,140000.0
Honda,CB Unicorn,149.0,Standard,2013.0,2015-02-14,Used,Kathmandu,57.0,9000.0,73,185000.0
Honda,CB Unicorn,149.0,Standard,2013.0,2015-02-13,Used,Kathmandu,57.0,9000.0,78,180000.0
Honda,Dream Yuga,110.0,Standard,,2015-02-13,Used,Kathmandu,55.0,4000.0,578,NaN
Honda,Dio,110.0,Scooter,2009.0,2015-02-13,Used,Kathmandu,33.0,31000.0,2201,65000.0
Honda,CB Unicorn,149.0,Standard,2013.0,2015-11-02,Used,Kathmandu,57.0,16800.0,313,170000.0
Honda,Aviator,108.0,Scooter,2009.0,2015-12-02,Used,Kathmandu,32.0,19000.0,3196,80000.0
Honda,XL185,185.0,Off Road,1991.0,2015-12-02,Used,Kathmandu,2.0,70000.0,9079,245000.0
Honda,CB Shine,125.0,Standard,2011.0,2015-11-04,Used,Bharatpur,18.0,30500.0,103,110000.0
Honda,Dio,110.0,Scooter,2014.0,2015-09-02,Used,Kathmandu,61.0,4700.0,152,145000.0
Honda,Dio,109.0,Scooter,2008.0,2015-08-02,Used,Kathmandu,27.0,22000.0,408,72000.0
Honda,Unicorn,150.0,Standard,2013.0,2015-08-02,Used,Kathmandu,51.0,16500.0,904,155000.0
Honda,Dio,110.0,Scooter,2013.0,2015-07-02,Used,,,7000.0,265,90000.0
Honda,Shine,125.0,Standard,2004.0,2015-06-02,Used,Kathmandu,23.0,45000.0,208,55000.0
Honda,CRF250L,121.0,Off Road,2013.0,2016-10-26,Used,Kathmandu,12.0,121213.0,2372,NaN
Honda,Dio,109.0,Scooter,2014.0,2015-08-02,Used,Kathmandu,62.0,10000.0,295,140000.0
Honda,CBR 250R,249.0,Sportsbike,2011.0,2015-05-02,Used,Kathmandu,48.0,16000.0,793,400000.0
Honda,CBF Stunner,125.0,Standard,2011.0,2015-04-02,Used,Kathmandu,46.0,11800.0,535,115000.0
Honda,Dio,109.0,Scooter,2009.0,2015-04-02,Used,Kathmandu,33.0,26600.0,821,80000.0
Honda,Unicorn,150.0,Standard,2007.0,2015-09-02,Used,Kathmandu,29.0,12000.0,430,80000.0
Honda,Shine,125.0,Standard,2011.0,2015-02-02,Used,Kathmandu,48.0,21000.0,249,110000.0
Honda,Aviator,109.0,Scooter,2011.0,2015-01-02,Used,Lalitpur,49.0,18000.0,135,105000.0
Honda,Unicorn,150.0,Standard,2009.0,2015-01-31,Used,Kathmandu,37.0,48000.0,180,115000.0
Honda,CB Unicorn,150.0,Standard,2012.0,2015-01-30,Used,Lalitpur,50.0,20000.0,471,145000.0
Honda,Dio,109.0,Scooter,2012.0,2015-01-29,Used,Kathmandu,55.0,12000.0,2743,135000.0
Honda,Dio,109.0,Scooter,2011.0,2015-01-28,Used,Kathmandu,52.0,16921.0,1332,122000.0
Honda,Aviator,110.0,Scooter,2014.0,2015-01-26,Used,Kathmandu,65.0,,406,175000.0
Honda,Dio,110.0,Scooter,2014.0,2015-01-20,Used,Kathmandu,58.0,9700.0,532,125000.0
Honda,CRF250L,250.0,Off Road,2013.0,2015-01-19,Used,Kathmandu,56.0,,7100,650000.0
Honda,Dio,102.0,Scooter,2010.0,2016-06-01,Used,Kathmandu,40.0,17000.0,518,75004.0
Honda,Other,400.0,Other,1989.0,2015-01-17,Used,Kathmandu,27.0,50000.0,1572,500000.0
Honda,XR125L,125.0,Off Road,2014.0,2015-01-17,Used,Kathmandu,64.0,3000.0,2675,370000.0
Honda,Dio,109.0,Scooter,2013.0,2015-01-17,Used,Kathmandu,56.0,7100.0,871,130000.0
Honda,Aviator,109.0,Scooter,2010.0,2015-01-15,Used,Kathmandu,42.0,23000.0,94,120000.0
Honda,CBF Stunner,125.0,Standard,,2015-01-15,Used,Kathmandu,41.0,33000.0,437,95000.0
Honda,Dio,100.0,Scooter,2014.0,2015-01-14,Used,Kathmandu,63.0,1450.0,129,150000.0
Honda,Unicorn,150.0,Standard,2010.0,2015-01-13,Used,Kathmandu,30.0,61000.0,69,95000.0
Honda,NXR150,150.0,Standard,2011.0,2015-12-01,Used,Kathmandu,46.0,20000.0,2203,390000.0
Honda,CBR 250,250.0,Sportsbike,2011.0,2015-12-01,Used,Kathmandu,25.0,12500.0,10777,320000.0
Honda,Other,150.0,Other,2010.0,2015-12-01,Used,,3.0,40.0,483,110000.0
Honda,Shine,125.0,Standard,2009.0,2015-11-01,Used,Kathmandu,35.0,20000.0,91,120000.0
Honda,Tornado,250.0,Off Road,2010.0,2015-11-01,Used,Kathmandu,42.0,25000.0,5543,575000.0
Honda,CBR 250R,250.0,Sportsbike,2011.0,2015-12-01,Used,Kathmandu,49.0,30000.0,1161,325000.0
Honda,CBR 250R,250.0,Sportsbike,2011.0,2015-09-01,Used,Kathmandu,50.0,21000.0,747,340000.0
Honda,Shine,125.0,Standard,2012.0,2015-06-01,Used,Pathari,13.0,35000.0,71,140000.0
Honda,CB Unicorn,150.0,Standard,2011.0,2015-06-01,Used,Lalitpur,45.0,19000.0,516,150000.0
Honda,Unicorn,150.0,Standard,2010.0,2015-04-01,Used,Kathmandu,39.0,43000.0,3205,120000.0
Honda,CBF Stunner,125.0,Standard,,2015-02-01,Used,Kathmandu,35.0,35000.0,1310,87000.0
Honda,Unicorn,150.0,Standard,2010.0,2015-01-01,Used,Lalitpur,39.0,30000.0,67,110000.0
Honda,Dio,102.0,Scooter,2011.0,2014-12-31,Used,Kathmandu,48.0,102.0,426,89998.0
Honda,Dio,100.0,Scooter,2011.0,2014-12-31,Used,Kathmandu,42.0,13500.0,500,90000.0
Honda,Dio,109.0,Scooter,,2014-12-15,Used,Kathmandu,47.0,,514,85000.0
Honda,CBR 600,600.0,Sportsbike,2001.0,2014-12-13,Used,Kathmandu,19.0,18000.0,1052,860000.0
Honda,CBR 250R,250.0,Sportsbike,2011.0,2014-12-14,Used,Kathmandu,49.0,16000.0,1049,390000.0
Honda,CBF Stunner,125.0,Standard,2010.0,2014-02-12,Used,Kathmandu,39.0,30000.0,278,85000.0
Honda,CBR 250,250.0,Sportsbike,2011.0,2014-11-30,Used,,19.0,17000.0,1779,295000.0
Honda,CB Unicorn,150.0,Standard,2010.0,2014-11-18,Used,Kathmandu,40.0,30000.0,199,110000.0
Honda,CBF Stunner,125.0,Standard,2009.0,2014-11-16,Used,Kathmandu,40.0,30700.0,47,80000.0
Honda,Unicorn,150.0,Standard,2011.0,2014-11-14,Used,Lalitpur,45.0,25000.0,46,145000.0
Honda,Dio,102.0,Scooter,2010.0,2014-11-14,Used,Pokhara,6.0,14500.0,3835,75000.0
Honda,CBR 250R,250.0,Sportsbike,2014.0,2014-11-14,Used,Kathmandu,58.0,2600.0,1105,450000.0
Honda,CB Unicorn,150.0,Standard,2010.0,2014-12-11,Used,Kathmandu,44.0,28000.0,25,148000.0
Honda,CB Shine,125.0,Standard,2012.0,2014-12-19,Used,Kathmandu,51.0,12000.0,141,142900.0
Honda,CBF Stunner,125.0,Standard,2010.0,2014-11-11,Used,Kathmandu,40.0,30500.0,86,90000.0
Honda,CB Unicorn,150.0,Standard,2011.0,2014-10-11,Used,Kathmandu,45.0,25000.0,84,155000.0
Honda,CB Unicorn,150.0,Standard,2012.0,2014-11-11,Used,Kathmandu,51.0,23000.0,135,179999.0
Honda,CB Unicorn,150.0,Standard,2008.0,2014-09-11,Used,Kathmandu,31.0,20000.0,68,92000.0
Honda,Unicorn,150.0,Standard,2005.0,2014-10-31,Used,Kathmandu,19.0,25000.0,257,55000.0
Honda,CBR 250R,250.0,Sportsbike,2013.0,2014-10-31,Used,Lalitpur,49.0,8096.0,99,340000.0
Honda,Dio,109.0,Scooter,2007.0,2014-10-31,Used,Kathmandu,19.0,48357.0,507,50000.0
Honda,CBR 250R,250.0,Sportsbike,2012.0,2014-10-27,Used,Kathmandu,54.0,19000.0,396,350000.0
Honda,Shine,125.0,Standard,2008.0,2014-10-21,Used,Kathmandu,28.0,42000.0,75,84999.0
Honda,CBR600RR,600.0,Sportsbike,2003.0,2014-10-21,Used,Kathmandu,17.0,8150.0,29595,1300000.0
Honda,CBR600RR,600.0,Sportsbike,2007.0,2014-10-17,Used,Kathmandu,24.0,24200.0,1173,1400000.0
Honda,Unicorn,150.0,Standard,2009.0,2014-10-13,Used,Kathmandu,38.0,25000.0,34,130000.0
Honda,CB Unicorn,150.0,Standard,2011.0,2014-10-19,Used,Banepa,47.0,29000.0,112,145000.0
Honda,Shine,125.0,Standard,2012.0,2014-12-10,Used,Janakpur,4.0,100000.0,155,NaN
Honda,CB Unicorn,149.0,Standard,2012.0,2014-09-29,Used,Kathmandu,46.0,8710.0,105,195000.0
Honda,CBR 250R,250.0,Sportsbike,2011.0,2014-09-28,Used,Bharatpur,23.0,10000.0,292,350000.0
Honda,Shine,125.0,Standard,2007.0,2014-09-25,Used,Kathmandu,26.0,3.0,299,75000.0
Honda,CB Unicorn,149.0,Standard,2014.0,2014-09-25,Used,Kathmandu,51.0,15000.0,59,170000.0
Honda,Dio,109.0,Scooter,,2014-09-25,Used,Kathmandu,41.0,16000.0,66,84000.0
Honda,Dio,109.0,Scooter,,2014-09-25,Used,Kathmandu,45.0,,97,82000.0
Honda,CBF Stunner,125.0,Standard,2008.0,2014-09-24,Used,Kathmandu,31.0,30000.0,871,65000.0
Honda,CB Unicorn,150.0,Standard,2011.0,2014-09-23,Used,Kathmandu,45.0,30000.0,245,130000.0
Honda,CBF Stunner,125.0,Standard,2010.0,2014-09-23,Used,Kathmandu,31.0,30785.0,217,85000.0
Honda,CB Unicorn,150.0,Standard,2012.0,2014-09-23,Used,Kathmandu,51.0,13958.0,62,150000.0
Honda,Dio,110.0,Scooter,2012.0,2014-09-23,Used,Kathmandu,52.0,9300.0,94,125000.0
Honda,Unicorn,150.0,Standard,2009.0,2014-09-23,Used,Kathmandu,38.0,36800.0,61,130000.0
Honda,CBR 250R,250.0,Sportsbike,2012.0,2014-09-14,Used,Kathmandu,49.0,5300.0,711,340000.0
Honda,CB 600F Hornet,600.0,Sportsbike,2015.0,2014-05-08,New,Kathmandu,,,20885,1699900.0
Honda,Unicorn,150.0,Standard,2009.0,2014-06-14,Used,Kathmandu,37.0,28035.0,189,120000.0
Honda,Shine,125.0,Standard,2010.0,2014-06-14,Used,Kathmandu,42.0,26902.0,1687,120000.0
Honda,Dio,110.0,Scooter,2012.0,2014-06-14,Used,Kathmandu,50.0,16710.0,57,120000.0
Honda,Dio,110.0,Scooter,2010.0,2014-06-15,Used,Kathmandu,45.0,22188.0,67,95000.0
Honda,Dio,110.0,Scooter,2011.0,2014-06-13,Used,Kathmandu,48.0,11000.0,639,105000.0
Honda,Dio,110.0,Scooter,2012.0,2014-12-06,Used,Kathmandu,49.0,15000.0,81,105000.0
Honda,Dio,110.0,Scooter,2012.0,2014-12-06,Used,Kathmandu,50.0,13000.0,73,107000.0
Honda,Dio,110.0,Scooter,2010.0,2014-12-06,Used,Kathmandu,41.0,29000.0,798,90000.0
Honda,Shine,125.0,Standard,2009.0,2014-12-06,Used,Kathmandu,41.0,35000.0,2478,105000.0
Honda,CB Unicorn,150.0,Standard,2011.0,2014-12-06,Used,Kathmandu,45.0,25000.0,294,150000.0
Honda,CBR600RR,600.0,Sportsbike,2004.0,2014-08-06,Used,Kathmandu,21.0,22345.0,6152,1100000.0
Honda,CBR 250R,250.0,Sportsbike,2015.0,2015-04-09,New,Kathmandu,,,2501,567000.0
Honda,CBR 250R,250.0,Sportsbike,2015.0,2015-02-17,New,Kathmandu,,,6038,519000.0
Honda,CRF250L,250.0,Off Road,2015.0,2015-02-17,New,Kathmandu,,,26809,890000.0
Honda,XR125L,125.0,Off Road,2015.0,2014-05-08,New,Kathmandu,,,20247,390000.0
Honda,Dream Yuga,109.0,Standard,2015.0,2014-06-06,New,Kathmandu,,,4651,164900.0
Honda,CB Twister,109.0,Standard,2015.0,2015-02-17,New,Kathmandu,,,7065,184900.0
Honda,CBR 250R,249.0,Sportsbike,2015.0,2015-07-28,New,Kathmandu,,,3454,492000.0
Honda,CBR 250R,249.0,Sportsbike,2015.0,2015-07-28,New,Kathmandu,,,12836,590000.0
Honda,CB Trigger,149.0,Standard,2015.0,2015-02-17,New,Kathmandu,,,23741,229900.0
Honda,CB Shine,125.0,Standard,2015.0,2015-02-17,New,Kathmandu,,,31638,193900.0
Honda,CBR 250R,250.0,Sportsbike,2015.0,2015-02-17,New,Kathmandu,,,9096,599000.0
Honda,Dio,109.0,Scooter,2015.0,2015-07-30,New,Kathmandu,,,93659,172900.0
Honda,CBF Stunner,125.0,Standard,2015.0,2015-04-09,New,Kathmandu,,,9095,195900.0
Honda,CB Unicorn,149.0,Standard,2015.0,2015-04-09,New,Kathmandu,,,16681,224900.0
Honda,CB Shine,125.0,Standard,2015.0,2015-02-17,New,Kathmandu,,,6141,187900.0
Honda,Aviator,109.0,Scooter,2015.0,2015-02-17,New,Kathmandu,,,30606,180900.0
Honda,Activa,109.0,Scooter,2015.0,2015-02-17,New,Kathmandu,,,9351,159900.0
KTM,RC 390,390.0,Sportsbike,2016.0,2020-10-09,Used,Kathmandu,67.0,35.0,118,300000.0
KTM,RC 390,390.0,Sportsbike,2017.0,2020-07-31,Used,Kathmandu,86.0,19000.0,150,370000.0
KTM,Duke 390,390.0,Sportsbike,2016.0,2020-07-26,Used,Pokhara,12.0,22452.0,80,359999.0
KTM,Duke 390,390.0,Sportsbike,2016.0,2020-07-26,Used,Pokhara,12.0,22452.0,49,359999.0
KTM,Other,250.0,Other,2018.0,2020-07-26,Used,Kathmandu,99.0,5200.0,83,515000.0
KTM,Duke 200,200.0,Sportsbike,2016.0,2017-03-26,Used,Bharatpur,71.0,16000.0,1439,300000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2017-05-26,Used,Pokhara,10.0,15000.0,681,380000.0
KTM,RC 390,390.0,Sportsbike,2016.0,2017-03-23,Used,Lalitpur,8.0,2000.0,296,550000.0
KTM,Duke 390,390.0,Sportsbike,2016.0,2017-03-21,Used,Kathmandu,77.0,11300.0,498,430000.0
KTM,Duke 390,390.0,Sportsbike,2016.0,2017-03-20,Used,Kathmandu,77.0,11300.0,249,470000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2017-03-17,Used,Kathmandu,64.0,13000.0,463,315000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2017-03-15,Used,Kathmandu,69.0,19000.0,445,330000.0
KTM,RC 200,200.0,Sportsbike,2014.0,2017-03-14,Used,Parsa Bazaar,38.0,14000.0,273,300000.0
KTM,RC 390,390.0,Sportsbike,2014.0,2017-03-13,Used,Kathmandu,68.0,20000.0,1202,500000.0
KTM,Duke 200,200.0,Sportsbike,2016.0,2017-02-28,Used,Narayanghat,70.0,14500.0,697,350000.0
KTM,Duke 390,390.0,Sportsbike,2016.0,2017-02-15,Used,Pokhara,1165.0,6000.0,157,NaN
KTM,Duke 200,200.0,Sportsbike,2016.0,2017-12-02,Used,Kathmandu,68.0,15000.0,111,350000.0
KTM,Duke 200,390.0,Sportsbike,2016.0,2017-08-02,Used,Kathmandu,73.0,3100.0,450,590000.0
KTM,RC 200,200.0,Sportsbike,2016.0,2017-08-02,Used,Kathmandu,73.0,4500.0,279,500000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2017-06-02,Used,Lalitpur,73.0,8565.0,274,370000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2017-05-02,Used,Kathmandu,71.0,8000.0,394,375000.0
KTM,Duke 390,390.0,Sportsbike,2015.0,2017-04-02,Used,Kathmandu,64.0,1500.0,459,530000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2017-03-02,Used,Kathmandu,69.0,23000.0,675,365000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2017-01-02,Used,Kathmandu,72.0,8500.0,68,365000.0
KTM,Duke 200,200.0,Sportsbike,2013.0,2017-01-24,Used,Kathmandu,8.0,13000.0,543,315000.0
KTM,RC 390,390.0,Sportsbike,2015.0,2017-01-24,Used,Pokhara,10.0,1500.0,492,615000.0
KTM,Duke 390,373.0,Sportsbike,2013.0,2017-01-23,Used,Kathmandu,60.0,6500.0,424,500000.0
KTM,Duke 390,390.0,Sportsbike,2014.0,2016-12-29,Used,Kathmandu,69.0,7500.0,71,525000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-12-29,Used,Kathmandu,61.0,16000.0,1007,305000.0
KTM,RC 390,373.0,Sportsbike,2015.0,2016-12-22,Used,Nepalgunj,5.0,12000.0,328,600000.0
KTM,Duke 390,390.0,Sportsbike,2014.0,2016-12-17,Used,Kathmandu,62.0,11000.0,344,450000.0
KTM,Duke 200,200.0,Sportsbike,2012.0,2016-12-13,Used,Kathmandu,54.0,26000.0,1277,285000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-11-26,Used,Kathmandu,70.0,16500.0,874,360000.0
KTM,Duke 390,390.0,Sportsbike,2015.0,2016-11-26,Used,Kathmandu,63.0,19000.0,101,NaN
KTM,Duke 200,200.0,Sportsbike,2013.0,2016-11-17,Used,Dharan,23.0,10645.0,1282,285000.0
KTM,Duke 200,200.0,Sportsbike,2016.0,2016-11-15,Used,Lalitpur,69.0,13769.0,1068,385000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-12-11,Used,Kathmandu,69.0,13900.0,349,360000.0
KTM,Duke 390,390.0,Sportsbike,2015.0,2016-06-11,Used,Pokhara,67.0,19000.0,393,520000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-10-27,Used,Pokhara,11.0,10000.0,306,470000.0
KTM,Duke 390,390.0,Sportsbike,2015.0,2016-10-25,Used,Lalitpur,69.0,10900.0,288,495000.0
KTM,RC 200,200.0,Sportsbike,2016.0,2017-12-04,Used,Kathmandu,73.0,3500.0,553,470000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-04-10,Used,Trishuli,59.0,17500.0,207,270000.0
KTM,RC 390,373.0,Sportsbike,2016.0,2016-01-10,Used,Kathmandu,71.0,1200.0,426,570000.0
KTM,Duke 390,390.0,Sportsbike,2014.0,2016-09-30,Used,Kathmandu,64.0,3700.0,369,510000.0
KTM,Duke 390,390.0,Sportsbike,2015.0,2016-09-25,Used,Lalitpur,69.0,10100.0,525,480000.0
KTM,Duke 200,200.0,Sportsbike,2016.0,2016-09-23,Used,Bharatpur,75.0,431.0,462,420000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-09-21,Used,Kathmandu,70.0,8000.0,112,380000.0
KTM,RC 390,390.0,Sportsbike,2014.0,2016-09-21,Used,Kathmandu,67.0,14000.0,99,500000.0
KTM,RC 390,390.0,Sportsbike,2014.0,2016-09-21,Used,Kathmandu,67.0,14000.0,53,500000.0
KTM,RC 390,390.0,Sportsbike,2014.0,2016-09-20,Used,Bhaktapur,66.0,15000.0,540,530000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-09-19,Used,Chanauli,63.0,9500.0,760,4.0
KTM,RC 390,390.0,Sportsbike,2015.0,2016-09-18,Used,Kathmandu,69.0,7000.0,286,480000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-09-15,Used,Kathmandu,5.0,8000.0,639,360000.0
KTM,RC 200,200.0,Sportsbike,2016.0,2016-08-09,Used,Hetauda,39.0,6000.0,578,460000.0
KTM,RC 200,200.0,Sportsbike,2016.0,2016-07-09,Used,Bharatpur,69.0,8500.0,288,460000.0
KTM,Duke 200,200.0,Sportsbike,2012.0,2016-06-09,Used,Kathmandu,51.0,15000.0,1284,275000.0
KTM,Duke 390,390.0,Sportsbike,2015.0,2016-01-09,Used,Kathmandu,65.0,6000.0,124,NaN
KTM,RC 200,200.0,Sportsbike,2015.0,2016-08-31,Used,Lalitpur,69.0,10000.0,493,430000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-09-26,Used,Kathmandu,69.0,9000.0,494,405000.0
KTM,Duke 200,200.0,Sportsbike,2012.0,2016-08-26,Used,Dharan,23.0,10000.0,636,310000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-08-20,Used,Butwal,20.0,13000.0,474,315000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-08-13,Used,Bhairahawa,,10000.0,143,290000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-12-08,Used,Kathmandu,71.0,5000.0,360,470000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-11-08,Used,Kathmandu,68.0,15000.0,77,360000.0
KTM,RC 200,200.0,Sportsbike,2016.0,2016-07-08,Used,Kathmandu,72.0,4100.0,422,465000.0
KTM,RC 390,390.0,Sportsbike,2015.0,2016-07-27,Used,Lalitpur,71.0,570.0,104,650000.0
KTM,RC 200,200.0,Sportsbike,2016.0,2016-07-15,Used,Lalitpur,72.0,3900.0,389,5.0
KTM,RC 200,200.0,Sportsbike,2016.0,2016-07-15,Used,Lalitpur,72.0,3900.0,239,5.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-08-07,Used,Lalitpur,72.0,3000.0,201,490000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-08-07,Used,Lalitpur,72.0,3100.0,290,500000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-02-07,Used,Dharan,21.0,3800.0,439,450000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-06-29,Used,Kathmandu,69.0,6000.0,455,435000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-06-23,Used,Kathmandu,65.0,10500.0,698,360000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-06-20,Used,Kathmandu,65.0,10000.0,167,300000.0
KTM,RC 200,200.0,Sportsbike,2014.0,2016-06-22,Used,Narayanghat,38.0,8000.0,112,432000.0
KTM,RC 200,200.0,Sportsbike,2014.0,2016-06-19,Used,Parsa Bazaar,38.0,8000.0,91,432000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-06-16,Used,Kathmandu,69.0,3500.0,375,395000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-06-15,Used,Kathmandu,68.0,9000.0,83,432000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-09-06,Used,Kathmandu,70.0,7000.0,396,372000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-03-06,Used,Kathmandu,21.0,12000.0,339,430000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-03-06,Used,Urlabari,21.0,12000.0,60,430000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-05-17,Used,Kathmandu,69.0,9000.0,744,440000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-10-05,Used,Kathmandu,,1700.0,285,435000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-07-05,Used,Kathmandu,64.0,13000.0,619,330000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-05-05,Used,Waling,11.0,10000.0,384,340000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-04-05,Used,Lalitpur,69.0,8000.0,346,450000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-03-05,Used,Waling,19.0,9662.0,578,345000.0
KTM,Duke 200,200.0,Sportsbike,2016.0,2016-03-08,Used,Bhaktapur,73.0,6000.0,523,410000.0
KTM,Duke 200,200.0,Sportsbike,2012.0,2016-05-06,Used,Kathmandu,57.0,16000.0,194,310000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-04-25,Used,Kathmandu,65.0,5980.0,467,345000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-04-23,Used,Kathmandu,10.0,4000.0,790,465000.0
KTM,RC 200,200.0,Sportsbike,2015.0,2016-04-23,Used,Kathmandu,10.0,4000.0,275,465000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-04-22,Used,,69.0,4200.0,363,380000.0
KTM,Duke 200,200.0,Sportsbike,2015.0,2016-04-04,Used,,10.0,9000.0,78,460000.0
KTM,RC 200,644.0,Sportsbike,2015.0,2016-03-26,Used,Kathmandu,64.0,24085.0,770,400000.0
KTM,RC 200,644.0,Sportsbike,2015.0,2016-03-26,Used,Kathmandu,64.0,24085.0,464,400000.0
KTM,Duke 390,375.0,Sportsbike,2015.0,2016-03-25,Used,Kathmandu,70.0,2300.0,5405,545000.0
KTM,Duke 390,373.0,Sportsbike,2016.0,2016-03-14,Used,Kathmandu,67.0,10100.0,514,NaN
KTM,Duke 390,373.0,Sportsbike,2015.0,2016-03-14,Used,Kathmandu,67.0,10100.0,61,515000.0
KTM,Duke 200,390.0,Sportsbike,2014.0,2016-03-13,Used,Pokhara,60.0,13000.0,593,410000.0
KTM,Duke 390,390.0,Sportsbike,2014.0,2016-10-03,Used,Kathmandu,60.0,10500.0,2704,395000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-08-24,Used,Kathmandu,63.0,18000.0,630,305000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2016-05-03,Used,Kathmandu,65.0,5400.0,3889,380000.0
KTM,RC 390,390.0,Sportsbike,2015.0,2016-02-25,Used,Kathmandu,70.0,5000.0,2710,570000.0
KTM,Duke 390,375.0,Sportsbike,2013.0,2016-03-02,Used,Kathmandu,60.0,23000.0,1323,410000.0
KTM,Duke 200,200.0,Sportsbike,2013.0,2016-01-16,Used,Kathmandu,56.0,29000.0,1706,310000.0
KTM,RC 390,390.0,Sportsbike,2015.0,2016-09-01,Used,Kathmandu,58.0,4000.0,463,580000.0
KTM,RC 390,390.0,Sportsbike,2015.0,2016-05-01,Used,Butwal,69.0,1200.0,441,630000.0
KTM,Duke 390,390.0,Sportsbike,2016.0,2016-07-09,Used,Hetauda,38.0,2000.0,3608,600000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2015-07-12,Used,Kathmandu,62.0,22000.0,539,325000.0
KTM,Duke 200,390.0,Sportsbike,2015.0,2015-11-29,Used,Kathmandu,69.0,2500.0,120,510000.0
KTM,Duke 200,200.0,Sportsbike,2014.0,2015-11-24,Used,Kathmandu,62.0,4000.0,173,350000.0
KTM,RC 390,390.0,Sportsbike,2015.0,2015-11-16,Used,Narayanghat,71.0,250.0,1532,NaN
